"foldername";"BETRAG2018";"BUCHUNG2018";"CHECK2018";"BETRAG2019";"BUCHUNG2019";"CHECK2019";"BETRAG2020";"BUCHUNG2020";"CHECK2020";"PROBLEMS";"PATH"
"pri.jt.belege.leben.geschenke.jost.jahr.betrag";"1022,00";"0,00";"1";"606,95";"0,00";"1";"1392,00";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\pri.jt.privat\pri.jt.belege.leben.geschenke.jost.jahr.betrag"
"ste.gt.gesund.pflegeheim.domicil.sonstige.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"65,34";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.sonstige.jahr.betrag"
"ste.gt.gesund.pflegeheim.domicil.pflege.2021.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.pflege.2021.betrag"
"ste.jt.immo.imdo.whg_09.stadt.jahr.betrag.zweit_60200017058";"130,00";"0,00";"1";"130,00";"0,00";"1";"130,00";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.stadt.jahr.betrag.zweit_60200017058"
"ste.jt.immo.imdo.whg_09.strom.jahr.betrag";"-28,37";"0,00";"1";"-44,19";"0,00";"1";"5,79";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.strom.jahr.betrag"
"ste.gt.gesund.pflegeheim.domicil.pflege.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"22493,18";"24078,11";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.pflege.2020.betrag"
"ste.gt.gesund.pflegeheim.domicil.internet.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"208,50";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.internet.2020.betrag"
"ste.jt.ausgaben.gesundheit.zahnarzt._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.ausgaben.gesundheit.zahnarzt._.jahr.betrag"
"ste.gt.gesund.pflegeheim.domicil.pflege.2019.betrag";"0,00";"0,00";"0";"6371,73";"4502,68";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.pflege.2019.betrag"
"ste.gt.gesund.pflegeheim.domicil.internet.2021.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.internet.2021.betrag"
"pri.jt.belege.leben._sonstige.jost.jahr.betrag";"172,46";"0,00";"1";"0,00";"0,00";"0";"778,63";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\pri.jt.privat\pri.jt.belege.leben._sonstige.jost.jahr.betrag"
"ste.jt.amt.anwalt_und_notar._._.jahr.betrag";"0,00";"916,30";"1";"0,00";"654,15";"1";"0,00";"0,00";"0";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.amt.anwalt_und_notar._._.jahr.betrag"
"pri.jt.belege.leben.schuhe.jost.jahr.betrag";"0,00";"0,00";"0";"374,99";"0,00";"1";"1147,64";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\pri.jt.privat\pri.jt.belege.leben.schuhe.jost.jahr.betrag"
"ste.jt.immo.imdo.whg_09.stadt.jahr.betrag.grund_60200016885";"88,92";"0,00";"1";"88,92";"0,00";"1";"88,92";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.stadt.jahr.betrag.grund_60200016885"
"ste.jt.ausgaben.gesundheit.arzt._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.ausgaben.gesundheit.arzt._.jahr.betrag"
"ste.gt.spende.dlrg._._.jahr.betrag";"170,00";"170,00";"0";"0,00";"90,00";"1";"0,00";"60,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.spende.dlrg._._.jahr.betrag"
"ste.gt.haushalt.minijob.hausmeister.mrugalla.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"1800,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.haushalt.minijob.hausmeister.mrugalla.jahr.betrag"
"ste.gt.steuer.stb.steuerberater.linnemann.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.steuer.stb.steuerberater.linnemann.jahr.betrag"
"ste.gt.spende.johanniter._._.jahr.betrag";"80,00";"102,00";"1";"72,00";"97,00";"1";"0,00";"72,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.spende.johanniter._._.jahr.betrag"
"ste.jt.vers.immo.o13h.gebaeude_1201.jahr.betrag.oelder13";"347,68";"347,68";"0";"361,12";"361,12";"0";"773,02";"396,53";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.jt.vers.immo.o13h.gebaeude_1201.jahr.betrag.oelder13"
"pri.fa.komm.internet.vodafone.dsl.2021.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.internet.vodafone\pri.fa.komm.internet.vodafone.dsl.2021.betrag"
"pri.fa.komm.internet.vodafone.dsl.2019.betrag";"0,00";"0,00";"0";"455,85";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.internet.vodafone\pri.fa.komm.internet.vodafone.dsl.2019.betrag"
"pri.fa.komm.internet.vodafone.dsl.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"489,11";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.internet.vodafone\pri.fa.komm.internet.vodafone.dsl.2020.betrag"
"pri.fa.komm.mobilfunk.alditalk.wim.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"11,67";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.mobilfunk.alditalk.wim.jahr.betrag"
"ste.jt.vers.immo.o13h.haftpflicht_4803.jahr.betrag.oelder13";"178,48";"178,48";"0";"178,48";"178,48";"0";"90,00";"90,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.jt.vers.immo.o13h.haftpflicht_4803.jahr.betrag.oelder13"
"ste.gt.vers.auto1.lvm.gt_o333_mercedes_4277.jahr.betrag";"353,93";"353,93";"0";"369,90";"369,90";"0";"377,51";"377,51";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.auto1.lvm.gt_o333_mercedes_4277.jahr.betrag"
"pri.fa.komm.mobilfunk.pennymobil.iwa.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.mobilfunk.pennymobil.iwa.jahr.betrag"
"pri.fa.komm.tv.gebuehr.gez.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"70,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.tv.gebuehr.gez.jahr.betrag"
"ste.jt.bank.kskwd.fach.schliessfach.jahr.betrag";"0,00";"0,00";"0";"0,00";"35,00";"1";"50,00";"79,12";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.fach.schliessfach.jahr.betrag"
"ste.gt.vers.immo.o13a.hausrat_3420.jahr.betrag.oelder13a";"214,85";"214,85";"0";"217,77";"217,77";"0";"524,69";"524,69";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.gt.vers.immo.o13a.hausrat_3420.jahr.betrag.oelder13a"
"ste.jt.bank.kskwd.giro.4308_imdo.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"60,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.giro.4308_imdo\ste.jt.bank.kskwd.giro.4308_imdo.jahr.betrag"
"ste.gt.vers.immo.lili.gebaeude_5847.jahr.betrag.lilienweg";"523,30";"523,30";"0";"543,55";"543,55";"0";"566,66";"566,66";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.gt.vers.immo.lili.gebaeude_5847.jahr.betrag.lilienweg"
"ste.gt.vers.immo.lili.haftpflicht_3220.jahr.betrag.lilienweg";"146,24";"146,24";"0";"146,24";"146,24";"0";"146,24";"146,24";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.gt.vers.immo.lili.haftpflicht_3220.jahr.betrag.lilienweg"
"ste.jt.vers.immo.imdo.hausrat_2552.jahr.betrag.imdorfe_whg_09";"88,85";"86,64";"1";"88,85";"88,85";"0";"88,85";"88,85";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.jt.vers.immo.imdo.hausrat_2552.jahr.betrag.imdorfe_whg_09"
"ste.jt.vers.immo.o13a.gebaeude_9029.jahr.betrag.oelder13a";"440,59";"424,18";"1";"0,00";"440,59";"1";"1059,76";"303,68";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\IMMO\ste.jt.vers.immo.o13a.gebaeude_9029.jahr.betrag.oelder13a"
"pri.fa.komm.internet.vodafone.dsl.2018.betrag";"347,78";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.internet.vodafone\pri.fa.komm.internet.vodafone.dsl.2018.betrag"
"ste.jt.bank.kskwd.giro.4290_oeld.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"60,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.giro.4290_oeld\ste.jt.bank.kskwd.giro.4290_oeld.jahr.betrag"
"pri.jt.leben.hausrat.wohnung.ausstattung.jahr.betrag";"627,20";"0,00";"1";"848,65";"0,00";"1";"1614,79";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.hausrat\pri.jt.leben.hausrat.wohnung.ausstattung.jahr.betrag"
"ste.gt.bank.kskwd.giro.5056_lili.jahr.betrag";"0,00";"100,61";"1";"0,00";"88,20";"1";"0,00";"60,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.giro.5056_lili\ste.gt.bank.kskwd.giro.5056_lili.jahr.betrag"
"pri.jt.komm.internet.ionos.v953_1210_archiwiki_inaktiv.jahr.betrag";"3,57";"0,00";"1";"3,57";"0,00";"1";"7,12";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.ionos\pri.jt.komm.internet.ionos.v953_1210_archiwiki_inaktiv.jahr.betrag"
"ste.jt.steuer.stb.steuerberater.linnemann.jahr.betrag";"1258,43";"1258,43";"0";"0,00";"2264,25";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.steuer.stb.steuerberater.linnemann.jahr.betrag"
"pri.jt.komm.internet.ionos.v33_0827_archit.jahr.betrag";"85,99";"0,00";"1";"78,78";"0,00";"1";"109,25";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.ionos\pri.jt.komm.internet.ionos.v33_0827_archit.jahr.betrag"
"pri.jt.komm.internet.ionos.v632_4876_ruesskamp.jahr.betrag";"39,33";"0,00";"1";"39,33";"0,00";"1";"38,84";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.ionos\pri.jt.komm.internet.ionos.v632_4876_ruesskamp.jahr.betrag"
"ste.jt.mobilitaet.uestra.monatskarte.abo.jahr.betrag";"681,60";"681,60";"0";"681,00";"681,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.mobilitaet.uestra.monatskarte.abo.jahr.betrag"
"pri.fa.schuhe.kinderschuhe.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"139,96";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.schuhe.kinderschuhe.jahr.betrag"
"ste.fa.auto.steuer.kfz_steuer.caddy.jahr.betrag";"0,00";"325,80";"1";"0,00";"0,00";"0";"272,00";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.auto.steuer.kfz_steuer.caddy.jahr.betrag"
"ste.jt.homeoffice.buerobedarf._._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"77,46";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.homeoffice.buerobedarf._._.jahr.betrag"
"pri.jt.komm.tv.abo.freenet_imke.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"70,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.tv.abo.freenet_imke.jahr.betrag"
"ste.jt.vers.rente.vbl.0799.jahr.betrag";"314,72";"0,00";"1";"337,40";"0,00";"1";"358,92";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.vbl.0799.jahr.betrag"
"ste.gt.bank.kskwd.giro.2244_wenn.jahr.betrag";"0,00";"100,54";"1";"0,00";"90,40";"1";"0,00";"60,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.giro.2244_wenn\ste.gt.bank.kskwd.giro.2244_wenn.jahr.betrag"
"ste.gt.vers.rente.bayern.9071.jahr.betrag";"3051,85";"0,00";"1";"2491,84";"0,00";"1";"3051,85";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bayern.9071.jahr.betrag"
"ste.gt.vers.auto2.lvm.gt_jm860_vw_0676.jahr.betrag";"488,58";"488,58";"0";"482,78";"482,78";"0";"494,73";"494,73";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.auto2.lvm.gt_jm860_vw_0676.jahr.betrag"
"ste.gt.vers.haftp.lvm.6592.jahr.betrag";"118,00";"118,00";"0";"118,00";"118,00";"0";"118,00";"118,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.haftp.lvm.6592.jahr.betrag"
"ste.gt.vers.rente.bund.4111.jahr.betrag";"0,00";"0,00";"0";"819,14";"0,00";"1";"847,40";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bund.4111.jahr.betrag"
"ste.jt.vers.krank.gothaer.2109.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.krank.gothaer.2109.jahr.betrag"
"ste.jt.vers.leben.provinzial.7658.jahr.betrag";"598,56";"0,00";"1";"306,96";"0,00";"1";"157,32";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.provinzial.7658.jahr.betrag"
"ste.gt.vers.rente.hdi.2737.jahr.betrag";"99991,00";"743,10";"1";"744,64";"744,92";"1";"99991,00";"749,18";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.hdi.2737.jahr.betrag"
"ste.jt.vers.haftp.provinzial.3948.jahr.betrag";"117,69";"117,69";"0";"117,69";"117,69";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.haftp.provinzial.3948.jahr.betrag"
"ste.jt.vers.ZUGANG._._.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.ZUGANG._._.jahr.dokumente"
"pri.gt.komm.tv.gez.rheda.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.komm.tv.gez.rheda.jahr.dokumente"
"pri.gt.ausgaben.post.nachsendung.auftrag.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.ausgaben.post.nachsendung.auftrag.jahr.dokumente"
"pri.fa.komm.internet.vodafone.dsl.2014.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.fa.komm.internet.vodafone\pri.fa.komm.internet.vodafone.dsl.2014.betrag"
"ste.jt.immo.imdo.whg_09.allgmein.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.allgmein.jahr.dokumente"
"ste.gt.bank.voba.volksbank_bi_gt.gerhard.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.voba\ste.gt.bank.voba.volksbank_bi_gt.gerhard.jahr.dokumente"
"per.gt.amt.behoerden_und_aemter._._.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\per.gt.amt.behoerden_und_aemter._._.jahr.dokumente"
"pri.jt.it.software.nurgo.tidytabs.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.software.nurgo.tidytabs.jahr.dokumente"
"pri.jt.it.software.affinity.grafik.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.software.affinity.grafik.jahr.dokumente"
"ste.jt.kapital.schiffe._VERTRAEGE.alle.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe._VERTRAEGE.alle.jahr.dokumente"
"ste.jt.it.software.buhl.wiso_steuer_sparbuch.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_steuer_sparbuch.jahr.dokumente"
"ste.jt.vers.rente.bayern.0471.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.jahr.betrag"
"ste.jt.immo.kuhl.objekt.allgemein.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.objekt.allgemein.jahr.dokumente"
"ste.jt.it.software.buhl.wiso_hausverwalter.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_hausverwalter.jahr.dokumente"
"ste.jt.vers.leben.gothaer.6001.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.gothaer.6001.jahr.dokumente"
"ste.jt.it.software.buhl.wiso_mein_geld.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_mein_geld.jahr.dokumente"
"ste.gt.immo.lili.objekt.nebenkosten.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.nebenkosten.jahr.dokumente"
"per.gt.amt.anwalt_und_notar._._.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\per.gt.amt.anwalt_und_notar._._.jahr.dokumente"
"ste.gt.kapital.beteil.magdeburg.ratswaage.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.gt.kapital.beteil.magdeburg.ratswaage.jahr.betrag"
"ste.jt.immo.o13h.objekt.schluessel.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.schluessel.jahr.dokumente"
"ste.jt.immo.o13h.objekt.gas.jahr.dokumente.akt_eon";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.gas.jahr.dokumente.akt_eon"
"ste.gt.bank.diba.0580.tagesgeld.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.diba\ste.gt.bank.diba.0580.tagesgeld.jahr.dokumente"
"ste.gt.kapital.beteil.bielefeld.hof.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.gt.kapital.beteil.bielefeld.hof.jahr.betrag"
"ste.jt.vers.haftp.lvm.8560.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.haftp.lvm.8560.jahr.betrag"
"ste.fa.kinder.betreuung.hort.schulwege.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.schulwege.jahr.dokumente"
"ste.fa.kinder.betreuung.hort.dekra.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.dekra.jahr.dokumente"
"ste.gt.kapital.beteil.werther.gbr.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.gt.kapital.beteil.werther.gbr.jahr.betrag"
"ste.gt.kapital.beteil.waltershausen.ohrdrufer.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.gt.kapital.beteil.waltershausen.ohrdrufer.jahr.betrag"
"ste.gt.kapital.schiffe.schoeller.noris.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.gt.kapital.schiffe.schoeller.noris.jahr.betrag"
"pri.jt.it.software.adobe.acrobat_pro_edu.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.software.adobe.acrobat_pro_edu.jahr.dokumente"
"ste.gt.vers.krank.union.6521.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.union.6521.jahr.betrag"
"ste.jt.immo.o13h.objekt.allgemein.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.allgemein.jahr.dokumente"
"ste.gt.vers.krank.gothaer.4591.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.gothaer.4591.jahr.betrag"
"ste.jt.immo.grabbstr.wohnung.verkauft.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\x.immo.xxxx.verkauft\ste.jt.immo.grabbstr.wohnung.verkauft.jahr.dokumente"
