"foldername";"BETRAG2018";"BUCHUNG2018";"CHECK2018";"BETRAG2019";"BUCHUNG2019";"CHECK2019";"BETRAG2020";"BUCHUNG2020";"CHECK2020";"PROBLEMS";"PATH"
"ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2017.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2017.zahlung"
"ste.jt.vers.leben.gothaer.6001.2018.zahlung";"1155,60";"1155,60";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.gothaer.6001.2018.zahlung"
"ste.jt.vers.leben.gothaer.6001.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"1155,60";"1155,60";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.gothaer.6001.2020.zahlung"
"pri.jt.komm.internet.abo.google.2018.betrag";"99991,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2018.betrag"
"ste.gt.immo.wenn.w3_ga1.miete.2019.zahlung";"0,00";"0,00";"0";"300,00";"300,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w3_ga1.miete.2019.zahlung"
"ste.gt.immo.wenn.w3_ga1.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"300,00";"300,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w3_ga1.miete.2020.zahlung"
"ste.gt.immo.wenn.w4_ga2.miete.2018.zahlung";"300,00";"300,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w4_ga2.miete.2018.zahlung"
"ste.gt.immo.wenn.w2_og1.miete.2019.zahlung";"0,00";"0,00";"0";"3180,00";"3360,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w2_og1.miete.2019.zahlung"
"ste.jt.immo.o13h.w1_erd.miete.2018.zahlung";"4920,00";"4920,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w1_erd.miete.2018.zahlung"
"ste.gt.immo.wenn.w3_ga1.miete.2018.zahlung";"300,00";"300,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w3_ga1.miete.2018.zahlung"
"ste.jt.immo.o13h.w1_erd.miete.2019.zahlung";"0,00";"0,00";"0";"4920,00";"4920,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w1_erd.miete.2019.zahlung"
"ste.jt.immo.o13h.w2_og1.miete.2019.zahlung";"0,00";"0,00";"0";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w2_og1.miete.2019.zahlung"
"ste.gt.immo.wenn.w4_ga2.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"300,00";"300,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w4_ga2.miete.2020.zahlung"
"ste.jt.immo.imdo.whg_09.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.miete.2020.zahlung"
"ste.gt.immo.wenn.w4_ga2.miete.2019.zahlung";"0,00";"0,00";"0";"300,00";"300,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w4_ga2.miete.2019.zahlung"
"ste.jt.immo.o13h.w1_erd.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4920,00";"4920,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w1_erd.miete.2020.zahlung"
"ste.jt.immo.o13h.w2_og1.miete.2018.zahlung";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w2_og1.miete.2018.zahlung"
"ste.gt.immo.lili.w1_erd.miete.2019.zahlung";"0,00";"0,00";"0";"4800,00";"4800,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w1_erd.miete.2019.zahlung"
"ste.gt.immo.lili.w1_erd.miete.2018.zahlung";"4800,00";"4800,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w1_erd.miete.2018.zahlung"
"ste.gt.immo.lili.w2_og1.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"5760,00";"5760,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w2_og1.miete.2020.zahlung"
"ste.gt.immo.lili.w2_og1.miete.2018.zahlung";"5760,00";"5130,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w2_og1.miete.2018.zahlung"
"ste.gt.immo.lili.w2_og1.miete.2019.zahlung";"0,00";"0,00";"0";"5760,00";"5760,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w2_og1.miete.2019.zahlung"
"ste.gt.immo.lili.w1_erd.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4800,00";"4800,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w1_erd.miete.2020.zahlung"
"ste.gt.immo.lili.w3_og2.miete.2018.zahlung";"3840,00";"4190,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w3_og2.miete.2018.zahlung"
"ste.gt.immo.wenn.w1_erd.miete.2019.zahlung";"0,00";"0,00";"0";"5580,00";"5340,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w1_erd.miete.2019.zahlung"
"ste.gt.immo.wenn.w1_erd.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"5580,00";"5340,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w1_erd.miete.2020.zahlung"
"ste.gt.immo.wenn.w2_og1.miete.2018.zahlung";"3180,00";"3360,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w2_og1.miete.2018.zahlung"
"ste.gt.immo.lili.w3_og2.miete.2019.zahlung";"0,00";"0,00";"0";"3840,00";"3735,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w3_og2.miete.2019.zahlung"
"ste.gt.immo.lili.w3_og2.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"3840,00";"3840,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w3_og2.miete.2020.zahlung"
"ste.gt.immo.wenn.w1_erd.miete.2018.zahlung";"5580,00";"5340,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w1_erd.miete.2018.zahlung"
"ste.jt.immo.imdo.whg_09.miete.2019.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.miete.2019.zahlung"
"ste.jt.immo.gesc.whg_08.miete.2018.zahlung";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_08.miete.2018.zahlung"
"ste.jt.immo.gesc.whg_02.miete.2018.zahlung";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_02.miete.2018.zahlung"
"ste.jt.immo.gesc.whg_08.miete.2019.zahlung";"0,00";"0,00";"0";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_08.miete.2019.zahlung"
"ste.jt.immo.o13p.w3_pra.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"7800,00";"7800,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\5.immo.o13p\ste.jt.immo.o13p.w3_pra.miete.2020.zahlung"
"ste.jt.immo.gesc.whg_08.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4200,00";"4200,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_08.miete.2020.zahlung"
"ste.jt.immo.gesc.whg_02.miete.2019.zahlung";"0,00";"0,00";"0";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_02.miete.2019.zahlung"
"ste.gt.immo.wenn.w2_og1.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"3180,00";"3360,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w2_og1.miete.2020.zahlung"
"ste.jt.immo.gesc.whg_03.miete.2018.zahlung";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_03.miete.2018.zahlung"
"ste.jt.immo.gesc.whg_03.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4200,00";"700,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_03.miete.2020.zahlung"
"ste.jt.immo.gesc.whg_03.miete.2019.zahlung";"0,00";"0,00";"0";"4200,00";"4200,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_03.miete.2019.zahlung"
"ste.jt.immo.gesc.whg_02.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4200,00";"3850,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_02.miete.2020.zahlung"
"ste.jt.immo.imdo.whg_07.miete.2018.zahlung";"3960,00";"3630,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.miete.2018.zahlung"
"ste.jt.immo.imdo.whg_09.miete.2018.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.miete.2018.zahlung"
"ste.jt.immo.imdo.whg_07.miete.2019.zahlung";"0,00";"0,00";"0";"2970,00";"1520,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.miete.2019.zahlung"
"ste.jt.immo.imdo.whg_07.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"1750,00";"1875,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.miete.2020.zahlung"
"ste.jt.immo.o13h.w2_og1.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4200,00";"4200,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w2_og1.miete.2020.zahlung"
"ste.jt.immo.o13p.w3_pra.miete.2019.zahlung";"0,00";"0,00";"0";"7800,00";"7800,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\5.immo.o13p\ste.jt.immo.o13p.w3_pra.miete.2019.zahlung"
"ste.jt.immo.o13p.w3_pra.miete.2018.zahlung";"7800,00";"7800,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\5.immo.o13p\ste.jt.immo.o13p.w3_pra.miete.2018.zahlung"
"ste.jt.immo.kuhl.whg_02.miete.2018.zahlung";"4560,00";"4560,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.whg_02.miete.2018.zahlung"
"ste.jt.immo.kuhl.whg_02.miete.2019.zahlung";"0,00";"0,00";"0";"4560,00";"4560,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.whg_02.miete.2019.zahlung"
"ste.jt.immo.kuhl.whg_02.miete.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"4560,00";"4560,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.whg_02.miete.2020.zahlung"
"ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2019.zahlung";"0,00";"0,00";"0";"15300,00";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2019.zahlung"
"ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2018.zahlung";"9750,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2018.zahlung"
"ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"15300,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2020.zahlung"
"ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2017.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.2017.zahlung"
"pri.jt.komm.mobilfunk.vodafone.jost.2018.betrag";"348,15";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.mobilfunk.jt.vodafone\pri.jt.komm.mobilfunk.vodafone.jost.2018.betrag"
"pri.jt.komm.internet.abo.google.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"124,80";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2020.betrag"
"ste.jt.einkommen.gehalt._._.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"99991,00";"32368,43";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2020.betrag"
"pri.jt.komm.internet.abo.google.2021.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2021.betrag"
"ste.jt.einkommen.gehalt._._.2013.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2013.betrag"
"pri.jt.komm.mobilfunk.vodafone.jost.2019.betrag";"0,00";"0,00";"0";"581,21";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.mobilfunk.jt.vodafone\pri.jt.komm.mobilfunk.vodafone.jost.2019.betrag"
"ste.jt.einkommen.gehalt._._.2019.betrag";"0,00";"0,00";"0";"32360,02";"30480,90";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2019.betrag"
"ste.jt.einkommen.gehalt._._.2015.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2015.betrag"
"ste.jt.einkommen.gehalt._._.2014.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2014.betrag"
"ste.jt.einkommen.gehalt._._.2016.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2016.betrag"
"ste.jt.einkommen.gehalt._._.2018.betrag";"29388,26";"29388,26";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2018.betrag"
"ste.jt.einkommen.gehalt._._.2017.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2017.betrag"
"ste.jt.einkommen.gehalt._._.2012.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.gehalt._._.2012.betrag"
"ste.gt.vers.krank.gothaer_tagegeld.4591.jahr.betrag";"0,00";"0,00";"0";"1539,36";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.gothaer_tagegeld.4591.jahr.betrag"
"ste.gt.vers.krank.gothaer.4591.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"672,24";"672,24";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.gothaer.4591.2020.zahlung"
"ste.jt.vers.krank.gothaer.2109.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"415,80";"415,80";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.krank.gothaer.2109.2020.zahlung"
"ste.jt.vers.krank.gothaer.2109.2019.zahlung";"0,00";"0,00";"0";"415,80";"415,80";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.krank.gothaer.2109.2019.zahlung"
"ste.jt.vers.krank.gothaer.2109.2018.zahlung";"415,80";"415,80";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.krank.gothaer.2109.2018.zahlung"
"pri.jt.komm.mobilfunk.vodafone.jost.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"625,64";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.mobilfunk.jt.vodafone\pri.jt.komm.mobilfunk.vodafone.jost.2020.betrag"
"pri.jt.komm.mobilfunk.vodafone.jost.2021.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.mobilfunk.jt.vodafone\pri.jt.komm.mobilfunk.vodafone.jost.2021.betrag"
"ste.jt.bank.diba.tagesgeld.2665.jahr.auszug";"5,02";"0,00";"1";"5,03";"0,00";"1";"5,04";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.diba\ste.jt.bank.diba.tagesgeld.2665.jahr.auszug"
"ste.gt.vers.krank.gothaer.4591.2019.zahlung";"0,00";"0,00";"0";"696,40";"696,40";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.gothaer.4591.2019.zahlung"
"ste.gt.vers.krank.gothaer.4591.2018.zahlung";"968,16";"968,16";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.gothaer.4591.2018.zahlung"
"ste.jt.bank.lbb.visa.4012_kreditkarte.jahr.betrag";"0,00";"0,00";"0";"1482,87";"0,00";"1";"2192,08";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.lbb\ste.jt.bank.lbb.visa.4012_kreditkarte.jahr.betrag"
"ste.jt.steuer.finanzamt.hannover.steuern.jahr.betrag";"0,00";"13159,53";"1";"0,00";"-55843,00";"1";"0,00";"2745,62";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.steuer.finanzamt.hannover.steuern.jahr.betrag"
